"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Oddworld: Abe's Oddysee","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","710","0.13","2015-12-16","15700"
"Swords and Sorcery - Underworld - DEFINITIVE EDITION","0","0","5","0","1.32","1.32","0.26","N/A","0.0","165.01","4.50","14","0.68","2015-12-16","408400"
"Gigachess","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.04","0.03","19","0.21","2015-12-15","415910"
"The 39 Steps","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.03","0.03","123","0.13","2015-12-15","234940"
"Rubber Ducky and the Rainbow Gun","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.03","482","0.10","2015-12-15","416550"
"Red Game Without A Great Name","0","0","5","0","0.82","0.82","0.16","0.14","12.5","0.03","1.09","72","0.42","2015-12-12","419500"
"1,000 Heads Among the Trees","0","0","5","0","0.47","0.47","0.09","0.08","11.1","0.03","0.03","97","0.23","2015-12-12","406730"
"Stone Tales","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.35","0.04","16","0.16","2015-12-12","405590"
"Pony Island","0","0","5","0","0.27","0.27","0.05","0.04","20.0","0.03","0.03","677","0.13","2015-12-11","405640"
"Cosplay Maker","0","0","5","0","0.65","0.65","0.13","0.24","-84.6","0.75","0.27","17","0.34","2015-12-11","299090"
"LocoSoccer Classic","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","310","0.13","2015-12-11","396360"
"OH! RPG!","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","382","0.13","2015-12-10","421810"
"Idol Magical Girl Chiru Chiru Michiru Part 2","0","0","5","0","0.72","0.72","0.14","0.17","-21.4","0.10","0.16","115","0.37","2015-12-07","377720"
"DARTHY","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.03","0.03","92","0.16","2015-12-06","404850"
"Hostile Waters: Antaeus Rising","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","133","0.13","2015-12-06","267980"
"Albert and Otto: The Adventure Begins","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","109","0.18","2015-12-05","368590"
"The BoX","0","0","5","0","0.50","0.50","0.10","N/A","0.0","1.84","0.21","14","0.26","2015-12-04","424750"
"Super Cyborg","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.03","0.13","84","0.16","2015-12-04","341550"
"Vampire Legends: The True Story of Kisilova","0","0","5","0","1.01","1.01","0.20","0.17","15.0","0.05","0.03","57","0.52","2015-12-03","414660"
"Lowglow","0","0","5","0","0.23","0.23","0.05","0.04","20.0","0.03","0.03","91","0.13","2015-12-03","405950"
"ShipLord","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.03","0.03","1000","0.16","2015-12-03","422250"
"Mayjasmine episode01 What is God? 五月茉莉","0","0","5","0","0.66","0.66","0.13","0.18","-38.5","0.04","0.04","95","0.34","2015-12-02","417110"
"Invasion: Brain Craving","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","292","0.13","2015-12-02","423710"
"Pixel Star","0","0","5","0","0.35","0.35","0.07","0.18","-157.1","0.08","0.16","48","0.18","2015-12-01","367300"
"Starwalker","0","0","5","0","0.32","0.32","0.06","0.08","-33.3","0.03","0.04","165","0.16","2015-11-30","339820"
"Rescue Team 3","0","0","5","0","0.34","0.34","0.07","0.07","0.0","0.04","0.03","27","0.18","2015-11-29","403100"
"Poi","0","0","5","0","0.32","0.32","0.06","0.06","0.0","0.03","0.09","57","0.16","2015-11-25","401810"
"Dr. Bulbaceous","0","0","5","0","0.98","0.98","0.20","1.04","-420.0","3.29","0.08","22","0.52","2015-11-25","388540"
"Freedom Poopie","0","0","5","0","0.66","0.66","0.13","0.81","-523.1","3.94","0.84","26","0.34","2015-11-25","400130"
"The Deed","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","826","0.10","2015-11-25","420740"
"Boogeyman","0","0","5","0","0.44","0.44","0.09","0.07","22.2","0.10","0.04","81","0.23","2015-11-25","412770"
"One More Dungeon","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","91","0.16","2015-11-25","415030"
"Idle Civilization","0","0","5","0","0.64","0.64","0.13","0.10","23.1","0.81","0.17","32","0.34","2015-11-25","418910"
"Expander","0","0","5","0","0.50","0.50","0.10","0.13","-30.0","0.12","0.05","14","0.26","2015-11-25","410470"
"Planet Diver","0","0","5","0","0.56","0.56","0.11","0.20","-81.8","0.03","0.04","21","0.29","2015-11-25","417980"
"RC Simulation 2.0","0","0","5","0","0.47","0.47","0.09","0.71","-688.9","0.46","3.60","22","0.23","2015-11-25","381750"
"Nusakana","0","0","5","0","0.48","0.48","0.10","0.12","-20.0","0.06","0.07","26","0.26","2015-11-25","401290"
"Chronicles of the Witches and Warlocks","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","306","0.13","2015-11-25","396850"
"12 is Better Than 6","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","285","0.16","2015-11-25","410110"
"Cashtronauts","0","0","5","0","0.57","0.57","0.11","0.08","27.3","0.04","0.03","21","0.29","2015-11-25","386750"
"The Adventures of Mr. Bobley","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","92","0.16","2015-11-18","375710"
"Catorize","0","0","5","0","0.37","0.37","0.07","0.08","-14.3","0.03","0.03","41","0.18","2015-11-18","418960"
"Gun Rocket","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.03","0.03","73","0.16","2015-11-18","391420"
"Angels That Kill - The Final Cut","0","0","5","0","0.46","0.46","0.09","0.12","-33.3","0.14","0.46","21","0.23","2015-11-14","383240"
"iso-Sphere","0","0","5","0","0.63","0.63","0.13","N/A","0.0","0.09","0.04","16","0.34","2015-11-14","414060"
"Last Heroes","0","0","5","0","0.20","0.20","0.04","0.03","25.0","0.03","0.03","191","0.10","2015-11-13","370710"
"Concealed Intent","0","0","5","0","0.74","0.74","0.15","N/A","0.0","0.48","0.47","20","0.39","2015-11-13","374150"
"Nightmare on Azathoth","0","0","5","0","0.36","0.36","0.07","0.22","-214.3","0.04","0.48","25","0.18","2015-11-13","414470"
"Statues","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.35","0.05","42","0.18","2015-11-11","413680"
"Turbo Pug","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","1353","0.13","2015-11-10","418070"
"The Dark Stone from Mebara","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","112","0.16","2015-11-09","346950"
"Tennis in the Face","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.06","0.04","32","0.21","2015-11-09","394290"
"Stranded In Time","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.03","663","0.10","2015-11-09","385150"
"Rescue Team 2","0","0","5","0","0.43","0.43","0.09","0.09","0.0","0.08","0.04","22","0.23","2015-11-09","403090"
"The Land Of Lamia","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.03","69","0.16","2015-11-06","385310"
"Mini Metro","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.05","0.05","688","0.16","2015-11-06","287980"
"Parallels","0","0","5","0","0.29","0.29","0.06","0.09","-50.0","0.25","0.04","32","0.16","2015-11-06","412370"
"Planet Alcatraz 2","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.04","0.11","59","0.18","2015-11-05","389250"
"Intergalactic Bubbles","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","83","0.16","2015-11-05","351490"
"The Secret Order 2: Masked Intent","0","0","5","0","0.32","0.32","0.06","0.06","0.0","0.03","0.03","93","0.16","2015-11-05","399890"
"God Game : The Odyssey","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","158","0.13","2015-11-04","416080"
"Among the Heavens","0","0","5","0","0.29","0.29","0.06","0.06","0.0","0.03","0.03","48","0.16","2015-11-04","409380"
"Life is Hard","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.03","61","0.18","2015-11-04","414080"
"Dawn of the Plow","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.05","0.03","41","0.16","2015-11-03","364700"
"Mirrored - Chapter 1","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.05","0.12","36","0.18","2015-11-01","365880"
"Office Battle","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.03","388","0.10","2015-10-31","394870"
"Vertigo Void","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.13","0.03","25","0.16","2015-10-30","410440"
"LUFTRAUSERS","0","0","5","0","0.30","0.30","0.06","0.05","16.7","0.04","0.17","171","0.16","2015-10-30","233150"
"Wait - Extended","0","0","5","0","1.11","1.11","0.22","0.57","-159.1","0.03","0.03","66","0.57","2015-10-30","347730"
"Zombie Killtime","0","0","5","0","0.48","0.48","0.10","0.06","40.0","0.10","0.05","39","0.26","2015-10-29","380700"
"Press X to Not Die","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.04","0.04","132","0.13","2015-10-28","402330"
"Death Ray Manta","0","0","5","0","1.26","1.26","0.25","0.09","64.0","0.19","0.05","47","0.65","2015-10-27","338760"
"Outpost 13","0","0","5","0","0.51","0.51","0.10","0.17","-70.0","0.69","0.82","16","0.26","2015-10-27","351060"
"SinaRun","0","0","5","0","0.88","0.88","0.18","0.20","-11.1","0.18","1.72","45","0.47","2015-10-26","324470"
"Lup","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","404","0.13","2015-10-26","412600"
"Heavy Fire: Shattered Spear","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.19","0.09","31","0.16","2015-10-24","385600"
"Star Sky","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.05","0.06","50","0.16","2015-10-23","407020"
"The Big Secret of a Small Town","0","0","5","0","0.28","0.28","0.06","0.07","-16.7","0.03","0.03","35","0.16","2015-10-23","409090"
"Divine Slice of Life","0","0","5","0","0.87","0.87","0.17","0.17","0.0","0.12","0.03","91","0.44","2015-10-22","348540"
"Dracula's Legacy","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.03","0.03","108","0.16","2015-10-22","396790"
"Alpha Polaris : A Horror Adventure Game","0","0","5","0","0.77","0.77","0.15","0.24","-60.0","0.60","0.08","30","0.39","2015-10-22","405780"
"WARMODE","0","0","5","0","0.81","0.81","0.16","0.12","25.0","0.73","0.08","57","0.42","2015-10-22","391460"
"Flamebreak","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.05","0.07","65","0.16","2015-10-21","399640"
"Ampersand","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","343","0.13","2015-10-21","410210"
"Feist","0","0","5","0","0.73","0.73","0.15","0.12","20.0","0.08","0.07","31","0.39","2015-10-20","327060"
"Normality","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.10","160","0.10","2015-10-20","400370"
"Sir! I'd Like To Report A Bug!","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","121","0.13","2015-10-20","393240"
"Wyrmsun","0","0","5","0","0.80","0.80","0.16","2.12","-1,225.0","0.44","0.41","18","0.42","2015-10-19","370070"
"Cosmophony","0","0","5","0","0.89","0.89","0.18","0.42","-133.3","0.04","0.11","32","0.47","2015-10-18","370920"
"Pushcat","0","0","5","0","0.63","0.63","0.13","0.24","-84.6","0.11","0.30","18","0.34","2015-10-17","308440"
"Silver Creek Falls - Chapter 2","0","0","5","0","0.45","0.45","0.09","N/A","0.0","1.78","0.28","30","0.23","2015-10-16","403070"
"gravilon","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.05","64","0.18","2015-10-15","355150"
"Warhammer: End Times - Vermintide","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.04","0.04","992","0.16","2015-10-15","235540"
"Message Quest","0","0","5","0","0.42","0.42","0.08","0.08","0.0","0.04","0.04","66","0.21","2015-10-15","408280"
"Gunnheim","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.04","0.03","47","0.18","2015-10-14","371510"
"Crusaders of the Lost Idols","0","0","5","0","0.57","0.57","0.11","0.08","27.3","0.09","0.08","106","0.29","2015-10-14","402840"
"Eternal Step","0","0","5","0","0.24","0.24","0.05","0.05","0.0","0.05","0.05","86","0.13","2015-10-13","374240"
"Meadowland","0","0","5","0","0.27","0.27","0.05","0.05","0.0","0.23","0.03","42","0.13","2015-10-13","320120"
"Lucky Rabbit Reflex!","0","0","5","0","0.64","0.64","0.13","0.20","-53.8","0.05","0.06","29","0.34","2015-10-11","404030"
"Gem Wars: Attack of the Jiblets","0","0","5","0","0.40","0.40","0.08","0.04","50.0","0.04","0.03","49","0.21","2015-10-09","370590"
"Legend of Mysteria","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","1266","0.10","2015-10-09","407230"
"Erwin's Timewarp","0","0","5","0","0.35","0.35","0.07","N/A","0.0","0.16","0.10","47","0.18","2015-10-07","392690"
"Marble Mayhem: Fragile Ball","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.03","885","0.10","2015-10-07","370510"
"Rememoried","0","0","5","0","0.73","0.73","0.15","0.29","-93.3","0.75","1.42","29","0.39","2015-10-07","368450"
"Survival Is Not Enough","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.03","0.03","95","0.16","2015-10-06","407000"
"Ionball 2 : Ionstorm","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.03","172","0.16","2015-10-05","287120"
"Tiny Bridge: Ratventure","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","98","0.16","2015-10-03","360380"
"Fasaria World Online","0","0","5","0","0.39","0.39","0.08","0.06","25.0","0.03","0.03","176","0.21","2015-10-03","398970"
"Puzzle Ball","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.03","0.03","188","0.18","2015-10-03","402170"
"Cricket Captain 2015","0","0","5","0","0.49","0.49","0.10","0.13","-30.0","3.18","0.20","27","0.26","2015-10-02","351050"
"Anode","0","0","5","0","0.61","0.61","0.12","0.25","-108.3","1.31","0.14","31","0.31","2015-10-02","401120"
"Korwin The Game","0","0","5","0","0.44","0.44","0.09","0.21","-133.3","1.71","0.45","20","0.23","2015-10-02","375030"
"Ninja Pizza Girl","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.05","0.03","58","0.18","2015-10-02","319470"
"Eaten Alive","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","452","0.10","2015-10-02","403560"
"March of Industry","0","0","5","0","0.32","0.32","0.06","0.20","-233.3","2.95","0.08","34","0.16","2015-10-02","374640"
"The Adventures of Fatman","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","1011","0.13","2015-10-02","395250"
"Jim Power -The Lost Dimension","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.05","0.04","28","0.18","2015-10-02","370270"
"Piloteer","0","0","5","0","0.78","0.78","0.16","N/A","0.0","9.73","0.56","13","0.42","2015-09-27","355910"
"Mars Colony: Frontier","0","0","5","0","0.90","0.90","0.18","0.24","-33.3","0.30","2.10","23","0.47","2015-09-26","394840"
"Mold on Pizza 🍕","0","0","5","0","0.69","0.69","0.14","0.77","-450.0","0.33","0.12","42","0.37","2015-09-26","387870"
"VERLIES II","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","158","0.13","2015-09-25","371220"
"Navpoint","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.10","0.04","53","0.16","2015-09-24","297080"
"Dinosaur Hunt","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","769","0.10","2015-09-24","401190"
"Missing Translation","0","0","5","0","0.60","0.60","0.12","0.20","-66.7","0.15","0.20","47","0.31","2015-09-24","395520"
"Kanji Training Game","0","0","5","0","0.98","0.98","0.20","0.24","-20.0","0.31","0.99","43","0.52","2015-09-23","397210"
"Penarium","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.04","76","0.16","2015-09-23","307590"
"CAT Interstellar","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","241","0.13","2015-09-21","384740"
"Arson & Plunder: Unleashed","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.06","0.03","54","0.13","2015-09-21","293600"
"Labyrinth Simulator","0","0","5","0","0.35","0.35","0.07","0.10","-42.9","0.03","0.07","32","0.18","2015-09-21","391520"
"Return NULL - Episode 1","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.08","0.03","50","0.16","2015-09-21","357370"
"GabeN: The Final Decision","0","0","5","0","0.34","0.34","0.07","0.10","-42.9","0.03","0.04","95","0.18","2015-09-21","403740"
"Timberman","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","2234","0.10","2015-09-18","398710"
"bit Dungeon II","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","57","0.18","2015-09-18","331440"
"Epic Quest of the 4 Crystals","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","175","0.10","2015-09-18","392940"
"Game Type","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.05","0.03","35","0.18","2015-09-18","373630"
"Explosionade","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.04","0.03","42","0.18","2015-09-17","373620"
"Clergy Splode","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","350","0.13","2015-09-17","403900"
"Over The Hills And Far Away","0","0","5","0","0.55","0.55","0.11","N/A","0.0","1.37","0.98","17","0.29","2015-09-16","396860"
"The Dreamatorium of Dr. Magnus 2","0","0","5","0","0.38","0.38","0.08","0.10","-25.0","0.03","0.09","50","0.21","2015-09-16","393150"
"Act of Aggression","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.05","0.05","192","0.16","2015-09-16","318020"
"Undertale","0","0","5","0","0.53","0.53","0.11","0.10","9.1","0.07","0.05","3077","0.29","2015-09-15","391540"
"Hatred","0","0","5","0","0.51","0.51","0.10","0.12","-20.0","0.05","0.05","793","0.26","2015-09-15","341940"
"The Escapists: The Walking Dead","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.05","0.05","109","0.16","2015-09-15","388060"
"Braveland Wizard","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.08","0.04","70","0.18","2015-09-14","333880"
"Braveland Pirate","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.07","0.03","74","0.18","2015-09-14","391490"
"WonderCat Adventures","0","0","5","0","0.44","0.44","0.09","0.24","-166.7","0.88","0.14","46","0.23","2015-09-14","384120"
"Superstatic","0","0","5","0","0.34","0.34","0.07","0.07","0.0","0.04","0.04","23","0.18","2015-09-14","375290"
"Raywin","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","596","0.10","2015-09-12","386110"
"Airscape: The Fall of Gravity","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","178","0.18","2015-09-11","317250"
"Destiny Warriors","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","1079","0.13","2015-09-10","399790"
"Solar Shifter EX","0","0","5","0","0.27","0.27","0.05","0.05","0.0","0.03","0.03","57","0.13","2015-09-10","363940"
"Moonbase 332","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.08","0.03","51","0.16","2015-09-10","397580"
"Tisnart Tiles","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.24","0.17","36","0.16","2015-09-09","398920"
"City of Fools","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.04","0.03","39","0.21","2015-09-08","359250"
"Pixel Dungeon","0","0","5","0","0.60","0.60","0.12","0.07","41.7","0.23","0.06","35","0.31","2015-09-05","365900"
"Rubber and Lead","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.06","0.03","109","0.18","2015-09-05","389810"
"Freedom Cry","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","96","0.10","2015-09-04","395400"
"Wild Island Quest","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","164","0.13","2015-09-04","392820"
"Kitchen Simulator 2015","0","0","5","0","0.21","0.21","0.04","0.04","0.0","0.03","0.03","718","0.10","2015-09-03","399230"
"Down To One","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","163","0.10","2015-09-03","334040"
"Flesh Eaters","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","323","0.16","2015-09-03","383580"
